step,x,y,z,projected_x,projected_y,latitude,longitude,speed_mps,vx,vy,vz,wx,wy,wz,ax,ay,az,roll,pitch,heading,steering,throttle
10,-2.551846742630005,10.691889762878418,0.53725266456604,-246.2634856359228,-465.10100728037816,3.1847082216039353,101.61224587919402,11.055424134534036,-2.5378682613372803,10.760187149047852,0.21893665194511414,0.016663461923599243,0.013828960247337818,-0.002143929246813059,-0.38780689239501953,0.08871078491210938,-1.211688220500946,-0.0004039366813301729,-0.006360194604840863,1.8022559847704545,-0.006779467594064653,0.0490029250727807
11,-2.804600238800049,11.768407821655273,0.5387803316116333,-246.51623913209284,-464.0244892216013,3.1847179569980266,101.61224360516142,11.06884625927618,-2.5090057849884033,10.78073501586914,0.18800999224185944,-0.00936468318104744,-0.006775359157472849,-0.01595163345336914,0.28862476348876953,0.20547866821289062,-0.309266597032547,-0.0002329721748293846,-0.005174865296133228,1.8015252633016072,-0.007618761113637294,0.03739381468930547
12,-3.055016040802002,12.84679126739502,0.5377196073532104,-246.7666549340948,-462.94610577586155,3.184727709261624,101.6122413521609,11.079120502939228,-2.4865243434906006,10.796485900878906,0.18072646856307983,-0.01488263439387083,-0.004488752689212561,-0.021424928680062294,0.22481441497802734,0.15750885009765625,-0.07283523678779602,-0.0006289816281809153,-0.00642291412910683,1.7997789786405718,0.005332983137255024,0.028421368055850493
13,-3.3048906326293945,13.926301956176758,0.536348283290863,-247.01652952592218,-461.8665950870798,3.1847374717193513,101.61223910402953,11.086819121192741,-2.5175600051879883,10.797196388244629,0.1914820373058319,-0.006735663861036301,0.006308884359896183,0.006923690438270569,-0.31035661697387695,0.0071048736572265625,0.10755568742752075,7.959406487260249e-05,-0.0078013709906696975,1.798572483442982,0.015024502789877247,0.021648948410593283
14,-3.5582454204559326,15.005746841430664,0.5361356139183044,-247.26988431374872,-460.7871502018259,3.184747233581916,101.61223682458696,11.092365172451414,-2.575735092163086,10.789168357849121,0.20187750458717346,0.003102906048297882,0.0035209262277930975,0.036300819367170334,-0.5817508697509766,-0.08028030395507812,0.10395467281341553,0.0011693616554003057,-0.00809563156577204,1.8001704300313,-0.006435777518887924,0.016743830347660582
15,-3.8139355182647705,16.085187911987305,0.5366517901420593,-247.52557441155756,-459.70770913126927,3.184756995409929,101.61223452413367,11.096662767504496,-2.531920909881592,10.803948402404785,0.19891542196273804,0.0066129593178629875,-0.008796163834631443,-0.005699733272194862,0.4381418228149414,0.14780044555664062,-0.029620826244354248,0.0001682420647192081,-0.007686884192120713,1.8023697350385146,0.008608490087892268,0.012927681436301408
16,-4.068744659423828,17.16526222229004,0.5369332432746887,-247.78038355271661,-458.62763482096653,3.1847667629646033,101.61223223160626,11.099985710999567,-2.5777335166931152,10.796525955200195,0.1980055272579193,-0.00045000185491517186,0.006364493165165186,0.018242478370666504,-0.4581260681152344,-0.07422447204589844,-0.009098947048187256,0.00026914355579830474,-0.007321605121035175,1.8026632486801548,0.029209478414864466,0.009967864537793858
17,-4.329737186431885,18.2441349029541,0.5369958877563477,-248.04137607972467,-457.5487621403025,3.184776519652313,101.61222988344717,11.10113744132483,-2.690927267074585,10.770058631896973,0.19335822761058807,-0.0036136629059910774,0.010898835957050323,0.07167249917984009,-1.1319375038146973,-0.26467323303222656,-0.04647299647331238,0.0019293132677686683,-0.007270292976821264,1.806185162708487,0.028638181932734097,0.008940131156828013
18,-4.600564479827881,19.32073974609375,0.5368318557739258,-248.31220337312067,-456.4721572971628,3.184786255830828,101.61222744680514,11.103066345951056,-2.779977321624756,10.749409675598145,0.19854900240898132,-0.0007705481839366257,-0.0015667211264371872,0.08369336277246475,-0.890500545501709,-0.20648956298828125,0.051907747983932495,0.002713518241371004,-0.007386027611982572,1.8136414478389773,0.020369165907985036,0.007216744331405178
19,-4.87930965423584,20.395532608032227,0.5370339751243591,-248.59094854752863,-455.39736443522435,3.1847959756226834,101.61222493892626,11.105125566884203,-2.836817979812622,10.736679077148438,0.19701015949249268,0.0010540089569985867,-0.004331665113568306,0.06757959723472595,-0.5684065818786621,-0.1273059844970703,-0.015388429164886475,0.0021373618048094504,-0.007471035505918442,1.8214601392595569,0.024981099192701212,0.00537394969935856
20,-5.164939880371094,21.468698501586914,0.537135660648346,-248.87657877366388,-454.32419854166966,3.184805680701046,101.61222236910287,11.106176802546644,-2.9237124919891357,10.714432716369629,0.19728456437587738,-0.0003970132675021887,0.0017395121976733208,0.07408974319696426,-0.8689451217651367,-0.22246360778808594,0.002744048833847046,0.002064132156913377,-0.0074773126598315426,1.828461689633916,0.03537611584574309,0.004432013581825878
21,-5.460273742675781,22.539308547973633,0.5371764302253723,-249.17191263596857,-453.25358849528294,3.184815362665624,101.6122197119763,11.106138264696007,-3.047851800918579,10.679742813110352,0.19453567266464233,-0.0015429025515913963,0.005882498808205128,0.09964799135923386,-1.2413930892944336,-0.34689903259277344,-0.027488917112350464,0.0028055874133104614,-0.007471500518811905,1.8366924719436717,0.06254805475387966,0.004466558729048331
22,-5.770762920379639,23.60547637939453,0.5368979573249817,-249.48240181367242,-452.18742066386204,3.184825004457104,101.61221691849805,11.102311360062911,-3.2712881565093994,10.609429359436035,0.19071592390537262,-0.0045368182472884655,0.014410382136702538,0.16843181848526,-2.234363555908203,-0.7031345367431641,-0.038197487592697144,0.004842161574576673,-0.007483780188150692,1.8488544129175206,-0.018674721338811474,0.007891610188005549
23,-6.09138298034668,24.668292999267578,0.5361608862876892,-249.80302187363947,-451.124604043989,3.18483461594198,101.61221403387273,11.100737072275603,-3.1344072818756104,10.649030685424805,0.18189142644405365,0.014214538037776947,-0.0455545149743557,-0.0011090738698840141,1.3688087463378906,0.3960132598876953,-0.0882449746131897,0.0010852592752462124,-0.007484602023018334,1.8600280048765707,0.07452461846335225,0.009297504722073358
24,-6.415281772613525,25.72955894470215,0.5350341796875,-250.1269206659063,-450.0633380985544,3.1848442134033887,101.61221111974878,11.089165569445367,-3.459003210067749,10.53588581085205,0.18880236148834229,-0.0167962945997715,0.051166683435440063,0.16885849833488464,-3.2459592819213867,-1.131448745727539,0.06910935044288635,0.0030830583702006692,-0.0075220683303070844,1.8656225739575274,0.11344527997236495,0.019576363219530046
25,-6.7705464363098145,26.77956199645996,0.5345351696014404,-250.4821853296026,-449.0133350467966,3.1848537090091527,101.61220792342762,11.077868874169539,-3.842954635620117,10.389941215515137,0.2020537108182907,-0.006964531261473894,0.016751304268836975,0.3024713099002838,-3.8395142555236816,-1.4594459533691406,0.13251349329948425,0.009321844038252943,-0.007674449518484105,1.8865408055032318,-0.12795430881278044,0.02951842060917187
26,-7.144752502441406,27.821062088012695,0.5348570942878723,-250.8563913957342,-447.9718349552439,3.184863127718736,101.61220455669162,11.037837060367318,-3.4908909797668457,10.471271514892578,0.17550435662269592,0.04849892482161522,-0.13543406128883362,-0.05772095173597336,3.520636558532715,0.8133029937744141,-0.2654935419559479,0.0025098748432505116,-0.007781330703466851,1.907715233145802,-0.7974057146992769,0.06402363549854018
27,-7.484737873077393,28.864837646484375,0.5329683423042297,-251.19637676637018,-446.9280593967722,3.1848725670069755,101.6122014978376,10.779355043131552,-2.999173641204834,10.353716850280762,0.1938197910785675,-0.0024478675331920385,-0.057373352348804474,-0.295062392950058,4.917173385620117,-1.175546646118164,0.18315434455871582,-0.00957045012601184,-0.008417195783831497,1.8969971416016964,-0.9882270745170821,0.2614959846377469
28,-7.773217678070068,29.897111892700195,0.5333402752876282,-251.48485657136285,-445.8957851505564,3.1848819022850927,101.61219890237707,10.487878959321439,-2.409221887588501,10.207411766052246,0.2152910679578781,-0.006567144766449928,-0.011435447260737419,-0.4357583522796631,5.89951753616333,-1.4630508422851562,0.21471276879310608,-0.01351145104286804,-0.010358773896702415,1.864518560527635,-1.217531912919381,0.43856205719991004
29,-8.001824378967285,30.915435791015625,0.5351719856262207,-251.71346327226007,-444.87746125224095,3.184891111405615,101.61219684559246,10.237978703227105,-1.788516879081726,10.080546379089355,0.20961733162403107,0.0067831664346158504,-0.006055873353034258,-0.5225411057472229,6.207050085067749,-1.2686538696289062,-0.05673736333847046,-0.014361254303442015,-0.010877378745914112,1.8190266924582537,-1.7817485272917022,0.5588692701426741
30,-8.16801929473877,31.92113494873047,0.5363181829452515,-251.87965818803156,-443.8717620945261,3.184900206356612,101.61219535032419,10.02033070360851,-1.1522390842437744,9.953862190246582,0.20037072896957397,0.00977901741862297,-0.008410663343966007,-0.5746777057647705,6.362777948379517,-1.2668418884277344,-0.09246602654457092,-0.015172983723103566,-0.01023537070998817,1.76562328851479,-1.0109865065333863,0.6441674741686224
31,-8.270345687866211,32.91381072998047,0.5366361141204834,-251.981984581159,-442.8790863132761,3.184909183533083,101.61219442967845,9.821875486646904,-0.5059949159622192,9.808833122253418,0.1966131627559662,0.006627833005040884,-0.006301260553300381,-0.608051061630249,6.462441682815552,-1.4502906799316406,-0.03757566213607788,-0.01614130077307797,-0.009429347321021575,1.7074278341177296,-2.670265767652059,0.708680647130493
32,-8.30798053741455,33.891441345214844,0.5366887450218201,-252.01961943070734,-441.90145569804173,3.1849180246511692,101.61219409106,9.637144888569418,0.14153330028057098,9.63610553741455,0.19741412997245789,0.0021500643342733383,-0.0030983220785856247,-0.6324144601821899,6.475282162427902,-1.7272758483886719,0.008009672164916992,-0.016763431848477294,-0.00890339277137964,1.6461058535680513,-1.6728764845968638,0.7590599599268286
33,-8.28095531463623,34.85114288330078,0.5368228554725647,-251.99259420792902,-440.9417541599558,3.1849267036304654,101.61219433418577,9.463410238970068,0.7831655740737915,9.430948257446289,0.19767652451992035,0.00022825658379588276,-0.0011844746768474579,-0.6524221897125244,6.416322737932205,-2.051572799682617,0.002623945474624634,-0.017031988757871167,-0.008730327872119222,1.5824484731973745,-3.3882732286405215,0.7991361576521514
34,-8.189962387084961,35.78962326049805,0.5369536876678467,-251.90160128037775,-440.0032737827585,3.1849351906992784,101.61219515282662,9.298871845108584,1.4140608310699463,9.190726280212402,0.19683408737182617,0.00046244822442531586,-0.0011408068239688873,-0.6698659062385559,6.308952569961548,-2.402219772338867,-0.008424371480941772,-0.017144472984116088,-0.0086828450622696,1.5168460468827742,-2.449817946654701,0.8314504029997252
35,-8.036157608032227,36.70334243774414,0.537003219127655,-251.747796501325,-439.08955460551243,3.184943453843545,101.6121965365835,9.1423698211486,2.0303523540496826,8.914067268371582,0.19622153043746948,0.0009393510408699512,-0.0011517563834786415,-0.6852626800537109,6.162915229797363,-2.766590118408203,-0.0061255693435668945,-0.01725397259740498,-0.008598319346132657,1.4495419615404517,-1.7770320680928093,0.8577628815516147
36,-7.821071147918701,37.58864974975586,0.5370020270347595,-251.5327100412115,-438.2042472935007,3.1849514600487536,101.61219847168958,8.992991900086245,2.6284961700439453,8.600285530090332,0.19615131616592407,0.0010116437915712595,-0.0007665678858757019,-0.699124813079834,5.981438159942627,-3.1378173828125,-0.0007021427154541016,-0.017341489688430408,-0.008469592958130157,1.3807320292104466,-3.7081742922405465,0.8793667254184621
37,-7.5465898513793945,38.44182586669922,0.5370034575462341,-251.25822874467218,-437.35107117655735,3.1849591756794227,101.6122009411691,8.849932511359878,3.204967737197876,8.249211311340332,0.19645053148269653,0.0006287111900746822,-0.0004988918080925941,-0.7120395302772522,5.764715671539307,-3.5107421875,0.0029921531677246094,-0.0173858011519585,-0.008347511469136593,1.3105572517889108,-2.3188123883315073,0.8972398610911034
38,-7.214947700500488,39.259151458740234,0.5370331406593323,-250.92658659379327,-436.53374558451634,3.1849665671000618,101.61220392492314,8.712480917783026,3.756464719772339,7.861062049865723,0.19659408926963806,0.00028095021843910217,-0.0003737211227416992,-0.72438645362854,5.514969825744629,-3.8814926147460938,0.0014355778694152832,-0.01741021172812206,-0.008267862146597206,1.2391035411881353,-2.240218567550084,0.9121294199081185
39,-6.828706741333008,40.03692626953125,0.5370704531669617,-250.5403456346258,-435.7559707737253,3.1849736008476652,101.61220739990111,8.580079986061959,4.279792308807373,7.436474323272705,0.19644320011138916,0.00021958211436867714,-0.00036502350121736526,-0.7364017963409424,5.233275890350342,-4.245877265930176,-0.0015088915824890137,-0.01742980884867476,-0.008217556490021831,1.1664229455626742,-2.7274424765351704,0.9246057093838242
40,-6.390748500823975,40.77152633666992,0.5370907783508301,-250.10238739411676,-435.02137070658665,3.184980244149178,101.61221134017813,8.452340602958161,4.77175760269165,6.976560115814209,0.19625699520111084,0.00027202535420656204,-0.00039948057383298874,-0.7482113838195801,4.919652938842773,-4.599142074584961,-0.0018620491027832031,-0.017447576086275333,-0.008168481505153315,1.0925448928425716,-2.721093699875012,0.9351074278202801
41,-5.904271602630615,41.459449768066406,0.5370955467224121,-249.6159104959234,-434.33344727519017,3.184986465335469,101.61221571697641,8.328994031332334,5.229190349578857,6.4828782081604,0.19623419642448425,0.00023399852216243744,-0.000386212021112442,-0.759878396987915,4.57432746887207,-4.936819076538086,-0.00022798776626586914,-0.017462540762947516,-0.008113620906846334,1.0174891569989235,-2.7775796972487736,0.9439790327484622
42,-5.3727922439575195,42.09735870361328,0.537100613117218,-249.0844311372503,-433.6955383396433,3.1849922342208115,101.61222049866092,8.209819438953236,5.648998260498047,5.9573445320129395,0.19630935788154602,0.00010932981967926025,-0.00032381247729063034,-0.7714462280273438,4.1980791091918945,-5.255336761474609,0.0007516145706176758,-0.017475053458881683,-0.00806404657927343,0.9412687209420421,-2.7571725694051037,0.9514978320718003
