label,host,in_docker,cpu_model,cpu_threads,gpu_name,gl_max_texture,gl_renderer,os,python,numpy,metadrive,timestamp,dataset,scenario_id,step_hz,sim_dt_s,physics_hz,physics_dt_s,decision_repeat,physics_ticks_per_sim_second,row,render,policy,sensors,camera_read_mode,camera_rig,camera_count,camera_size,camera_mb_per_step,camera_hz,stack_size,norm_pixel,observation_kind,force_fps,max_lateral_m,status,skip_reason,steps,measured_steps,warmup_steps,sim_seconds,wall_seconds,realtime_factor,reset_seconds,step_ms_mean,step_ms_median,step_ms_p95,step_ms_p99,step_ms_max,policy_ms_median,sensor_ms_median,rig_ms_median,arrive_dest,ended_by
host-probe,keith-82y7,no,13th Gen Intel(R) Core(TM) i7-13700H,20,NVIDIA GeForce RTX 4050 Laptop GPU,32768,NVIDIA GeForce RTX 4050 Laptop GPU/PCIe/SSE2,Linux 7.0.0-29-generic,3.8.20,1.24.4,MetaDrive v0.4.3,2026-08-21-21:43:26,scenarionet-10hz,mosque-b1fe3e0cc9bc58ec-t,10.0,0.1,50.0,0.02,5,50.0,1,offscreen,replay,"camera,imu,gps",observation,,1,320x180,,10.0,3,True,image+state41,UnlimitedFPS,20.0,ok,,220,200,20,20.0,0.7718973470036872,25.91018103331357,4.786025510999025,3.823369450037717,3.780171497055562,4.107600299175829,4.404380837513591,5.669680998835247,0.00019399885786697268,0.033918498957064,0.00016599733498878777,no,ran out of budget
host-probe,keith-82y7,no,13th Gen Intel(R) Core(TM) i7-13700H,20,NVIDIA GeForce RTX 4050 Laptop GPU,32768,,Linux 7.0.0-29-generic,3.8.20,1.24.4,MetaDrive v0.4.3,2026-08-21-21:43:26,scenarionet-10hz,mosque-b1fe3e0cc9bc58ec-t,10.0,0.1,50.0,0.02,5,50.0,6,none,idm,"imu,gps",none,,0,,,,,,lidarstate161,UnlimitedFPS,20.0,ok,,220,200,20,20.0,0.2316253789977054,86.34632390692443,0.6046087489958154,0.9939975299494108,0.9878649980237242,1.0907301988481777,1.119068011539639,1.1286039953120053,0.13358049909584224,0.0293849989247974,0.0001564985723234713,no,ran out of budget
